------------------------------------------------------------------
 dataset  k  step    acc   weights   best_weights     best_acc    
------------------------------------------------------------------
wdbc  3  1200    96.7857   [0, 52, 13, 0, 13, 0, 26]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  1200    93.6429   [0, 52, 13, 0, 13, 0, 26]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  5  850    96.1429   [0, 26, 0, 0, 65, 0, 13]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  3  1250    37.0893   [0, 65, 0, 39, 0, 0, 0]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  1250    62.9107   [0, 65, 0, 39, 0, 0, 0]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  3  1300    97.3214   [13, 0, 0, 0, 13, 65, 13]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  1300    96.1071   [13, 0, 0, 0, 13, 65, 13]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  3  1350    97.6964   [13, 0, 0, 13, 78, 0, 0]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  1350    96.125   [13, 0, 0, 13, 78, 0, 0]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  5  900    97.0179   [0, 26, 0, 52, 0, 13, 13]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  3  1400    97.3571   [13, 0, 0, 65, 13, 0, 13]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  1400    96.1071   [13, 0, 0, 65, 13, 0, 13]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  3  1450    97.9107   [13, 0, 13, 13, 39, 0, 26]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  1450    95.9821   [13, 0, 13, 13, 39, 0, 26]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  5  950    96.8929   [0, 26, 13, 26, 13, 13, 13]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  3  1500    97.125   [13, 0, 26, 0, 13, 39, 13]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  1500    95.6607   [13, 0, 26, 0, 13, 39, 13]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  3  1550    95.8036   [13, 0, 39, 0, 0, 39, 13]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  1550    94.6964   [13, 0, 39, 0, 0, 39, 13]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  3  1600    94.7679   [13, 0, 52, 26, 13, 0, 0]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  1600    93.5357   [13, 0, 52, 26, 13, 0, 0]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  5  1000    94.9821   [0, 26, 39, 0, 0, 0, 39]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  3  1650    37.3036   [13, 13, 0, 13, 0, 65, 0]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  1650    39.5893   [13, 13, 0, 13, 0, 65, 0]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  3  1700    37.3036   [13, 13, 0, 78, 0, 0, 0]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  1700    37.3036   [13, 13, 0, 78, 0, 0, 0]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  5  1050    96.5536   [0, 39, 0, 0, 39, 0, 26]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  3  1750    98.0357   [13, 13, 13, 39, 13, 0, 13]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  1750    96.3036   [13, 13, 13, 39, 13, 0, 13]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  5  1100    96.4464   [0, 39, 13, 0, 26, 0, 26]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  3  1800    95.5536   [13, 13, 39, 0, 26, 13, 0]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  1800    93.9643   [13, 13, 39, 0, 26, 13, 0]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  3  1850    97.3929   [13, 26, 0, 13, 0, 26, 26]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  1850    96.1429   [13, 26, 0, 13, 0, 26, 26]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  5  1150    94.3929   [0, 39, 39, 0, 13, 13, 0]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  3  1900    96.4643   [13, 26, 13, 13, 0, 26, 13]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  1900    95.375   [13, 26, 13, 13, 0, 26, 13]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  3  1950    94.6964   [13, 26, 52, 0, 13, 0, 0]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  1950    93.4821   [13, 26, 52, 0, 13, 0, 0]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  5  1200    94.6964   [0, 52, 13, 0, 13, 0, 26]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  3  2000    37.375   [13, 39, 13, 13, 0, 26, 0]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  2000    93.5   [13, 39, 13, 13, 0, 26, 0]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  5  1250    62.9107   [0, 65, 0, 39, 0, 0, 0]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  7  2050    93.4643   [13, 52, 13, 13, 0, 13, 0]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  3  2050    37.3036   [13, 52, 13, 13, 0, 13, 0]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  5  1300    95.75   [13, 0, 0, 0, 13, 65, 13]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  3  2100    96.9643   [26, 0, 0, 0, 39, 39, 0]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  2100    95.7143   [26, 0, 0, 0, 39, 39, 0]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  5  1350    96.125   [13, 0, 0, 13, 78, 0, 0]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  7  2150    95.875   [26, 0, 0, 39, 26, 0, 13]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  3  2150    97.0536   [26, 0, 0, 39, 26, 0, 13]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  5  1400    95.7679   [13, 0, 0, 65, 13, 0, 13]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  3  2200    97.375   [26, 0, 13, 26, 0, 13, 26]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  2200    95.9821   [26, 0, 13, 26, 0, 13, 26]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  3  2250    95.125   [26, 0, 26, 39, 0, 0, 13]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  2250    94.25   [26, 0, 26, 39, 0, 0, 13]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  5  1450    96.6964   [13, 0, 13, 13, 39, 0, 26]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  3  2300    97.6964   [26, 13, 0, 0, 26, 0, 39]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  2300    95.9643   [26, 13, 0, 0, 26, 0, 39]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  5  1500    96.2143   [13, 0, 26, 0, 13, 39, 13]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  3  2350    98.25   [26, 13, 13, 0, 13, 0, 39]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  2350    96.1429   [26, 13, 13, 0, 13, 0, 39]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  5  1550    95.3929   [13, 0, 39, 0, 0, 39, 13]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  3  2400    96.6607   [26, 13, 39, 0, 0, 0, 26]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  2400    95.4464   [26, 13, 39, 0, 0, 0, 26]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  5  1600    94.4107   [13, 0, 52, 26, 13, 0, 0]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  3  2450    98.0714   [26, 26, 13, 0, 0, 0, 39]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  2450    95.0536   [26, 26, 13, 0, 0, 0, 39]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  3  2500    97.0357   [26, 39, 0, 13, 26, 0, 0]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  2500    94.5357   [26, 39, 0, 13, 26, 0, 0]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  5  1650    39.5893   [13, 13, 0, 13, 0, 65, 0]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  3  2550    97.0179   [39, 0, 0, 0, 13, 39, 13]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  2550    95.5893   [39, 0, 0, 0, 13, 39, 13]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  3  2600    96   [39, 0, 13, 0, 0, 39, 13]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  2600    94.9286   [39, 0, 13, 0, 0, 39, 13]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  5  1700    37.3036   [13, 13, 0, 78, 0, 0, 0]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  3  2650    95.8393   [39, 0, 26, 26, 13, 0, 0]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  2650    94.7679   [39, 0, 26, 26, 13, 0, 0]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  3  2700    94.6607   [39, 13, 0, 39, 13, 0, 0]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  2700    94.1786   [39, 13, 0, 39, 13, 0, 0]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  5  1750    96.6786   [13, 13, 13, 39, 13, 0, 13]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  3  2750    97.0357   [39, 26, 0, 13, 13, 0, 13]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  2750    94.1964   [39, 26, 0, 13, 13, 0, 13]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  5  1800    94.6607   [13, 13, 39, 0, 26, 13, 0]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  3  2800    94.75   [52, 0, 0, 0, 13, 26, 13]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  2800    94.2321   [52, 0, 0, 0, 13, 26, 13]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  3  2850    94.7679   [52, 0, 26, 0, 0, 26, 0]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  2850    94.2321   [52, 0, 26, 0, 0, 26, 0]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  5  1850    97.0179   [13, 26, 0, 13, 0, 26, 26]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  3  2900    94.75   [52, 26, 0, 0, 0, 26, 0]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  2900    94.25   [52, 26, 0, 0, 0, 26, 0]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  5  1900    95.9107   [13, 26, 13, 13, 0, 26, 13]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  3  2950    94.7679   [65, 0, 26, 0, 0, 13, 0]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  2950    94.1786   [65, 0, 26, 0, 0, 13, 0]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  3  3000    94.7679   [91, 0, 13, 0, 0, 0, 0]   [0, 0, 13, 13, 13, 39, 26]     98.5
wdbc  7  3000    94.25   [91, 0, 13, 0, 0, 0, 0]   [0, 0, 0, 13, 26, 26, 39]     96.5714
wdbc  5  1950    94.375   [13, 26, 52, 0, 13, 0, 0]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  5  2000    93.8214   [13, 39, 13, 13, 0, 26, 0]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  5  2050    93.8036   [13, 52, 13, 13, 0, 13, 0]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  5  2100    95.1786   [26, 0, 0, 0, 39, 39, 0]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  5  2150    95.3393   [26, 0, 0, 39, 26, 0, 13]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  5  2200    96.3214   [26, 0, 13, 26, 0, 13, 26]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  5  2250    94.7857   [26, 0, 26, 39, 0, 0, 13]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  5  2300    96.6786   [26, 13, 0, 0, 26, 0, 39]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  5  2350    96.875   [26, 13, 13, 0, 13, 0, 39]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  5  2400    95.9821   [26, 13, 39, 0, 0, 0, 26]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  5  2450    95.9464   [26, 26, 13, 0, 0, 0, 39]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  5  2500    95.0714   [26, 39, 0, 13, 26, 0, 0]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  5  2550    95.75   [39, 0, 0, 0, 13, 39, 13]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  5  2600    95.2679   [39, 0, 13, 0, 0, 39, 13]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  5  2650    95.125   [39, 0, 26, 26, 13, 0, 0]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  5  2700    94.1786   [39, 13, 0, 39, 13, 0, 0]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  5  2750    94.1964   [39, 26, 0, 13, 13, 0, 13]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  5  2800    94.2679   [52, 0, 0, 0, 13, 26, 13]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  5  2850    94.2321   [52, 0, 26, 0, 0, 26, 0]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  5  2900    94.25   [52, 26, 0, 0, 0, 26, 0]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  5  2950    94.1786   [65, 0, 26, 0, 0, 13, 0]   [0, 0, 13, 13, 13, 39, 26]     97.3036
wdbc  5  3000    94.2857   [91, 0, 13, 0, 0, 0, 0]   [0, 0, 13, 13, 13, 39, 26]     97.3036
